t,Fx_hat,Fy_hat,Fz_hat,tau_yaw_hat,tau_yaw_ema,force_mag,force_mag_ema,wz_obs,vx_cmd,vy_cmd,wz_cmd,compliance_mode
0.0,13.478814125061035,-2.708040714263916,-4.527349948883057,0.1882982850074768,0.41013285517692566,14.474419593811035,15.92953872680664,-0.0,-0.0,-0.0,-0.0,off
0.02,13.42141342163086,-2.948188304901123,-4.253185272216797,0.12449627369642258,0.38156917691230774,14.384566307067871,15.747647285461426,0.0,-0.0,-0.0,0.0,off
0.04,13.4448823928833,-3.3507232666015625,-4.021703243255615,0.07755594700574875,0.35116785764694214,14.427969932556152,15.584556579589844,-0.0,-0.0,-0.0,-0.0,off
0.06,13.391053199768066,-3.725081443786621,-3.7374513149261475,0.0482059046626091,0.32087165117263794,14.393230438232422,15.430802345275879,-0.0,-0.0,-0.0,-0.0,off
0.08,13.407220840454102,-4.124850749969482,-3.465749979019165,0.03542657941579819,0.2923271358013153,14.449200630187988,15.294331550598145,-0.0,-0.0,-0.0,-0.0,off
0.1,13.50095272064209,-4.469456195831299,-3.297780752182007,0.026847921311855316,0.2657792270183563,14.59887409210205,15.18537425994873,-0.0,-0.0,-0.0,-0.0,off
0.12,13.512224197387695,-4.853640556335449,-3.0288307666778564,0.006905876100063324,0.2398918867111206,14.673508644104004,15.091960906982422,-0.0,-0.0,-0.0,-0.0,off
0.14,13.53191089630127,-5.130784034729004,-2.72228741645813,-0.02039632946252823,0.2138630598783493,14.725773811340332,15.012249946594238,-0.0,-0.0,-0.0,-0.0,off
0.16,13.647387504577637,-5.484714508056641,-2.4628405570983887,-0.06664804369211197,0.18581195175647736,14.913043022155762,14.957841873168945,-0.0,-0.0,-0.0,-0.0,off
0.18,13.67536449432373,-5.851827621459961,-2.1736226081848145,-0.0907672867178917,0.15815402567386627,15.032768249511719,14.918933868408203,-0.0,-0.0,-0.0,-0.0,off
0.2,13.587325096130371,-6.109870910644531,-1.8714699745178223,-0.10448653250932693,0.1318899691104889,15.014937400817871,14.882018089294434,-0.0,-0.0,-0.0,-0.0,off
0.22,13.751226425170898,-6.451878547668457,-1.609882116317749,-0.10286372154951096,0.10841459035873413,15.274641990661621,14.874617576599121,-0.0,-0.0,-0.0,-0.0,off
0.24,13.782120704650879,-6.763737201690674,-1.3144898414611816,-0.09163249284029007,0.08840988576412201,15.408533096313477,14.881041526794434,-0.0,-0.0,-0.0,-0.0,off
